prompt_id,job_type,status,start_utc,end_utc,exec_seconds,model,loras,width,height,megapixels,steps,reference_image,edit,model_swap,cached_nodes,cache_replay,output_file,in_book
eea62ade-8ad7-428f-980e-25b4b3964847,qwen_edit,success,2026-09-26T12:24:50.108+00:00,2026-09-26T12:25:46.792+00:00,56.68,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00230_.png,True
81ba7e0b-acb2-4fc4-9912-67cdb56558b3,klein_ref,success,2026-09-26T12:26:02.364+00:00,2026-09-26T12:26:24.424+00:00,22.06,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00557_.png,False
b0836134-c084-4fa2-9116-81f11fdf9409,qwen_edit,success,2026-09-26T12:26:36.616+00:00,2026-09-26T12:27:33.768+00:00,57.15,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00231_.png,True
35fa7686-ea8b-45b9-936f-481b6fc58d28,klein_ref,success,2026-09-26T12:27:52.737+00:00,2026-09-26T12:28:14.427+00:00,21.69,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00558_.png,False
3ec4bb82-f85a-4e74-8bee-02319cd0bbd1,klein_ref,success,2026-09-26T12:28:30.264+00:00,2026-09-26T12:28:46.948+00:00,16.68,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,False,6,False,halo_klein_ref_00559_.png,False
355f175a-74e4-48ba-abcb-f68e462430f6,qwen_edit,success,2026-09-26T12:29:10.620+00:00,2026-09-26T12:30:07.487+00:00,56.87,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00232_.png,True
ecbf827b-696a-4597-9393-4c1eedde475a,klein_ref,success,2026-09-26T12:30:25.896+00:00,2026-09-26T12:30:48.111+00:00,22.21,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00560_.png,False
8ec3be8a-c149-4531-a3ea-eb5b44387e80,klein_ref,success,2026-09-26T12:31:05.953+00:00,2026-09-26T12:31:22.489+00:00,16.54,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,False,6,False,halo_klein_ref_00561_.png,True
d35d9961-0c64-48d3-b1cd-b7d4858aa846,qwen_edit,success,2026-09-26T12:31:37.118+00:00,2026-09-26T12:32:33.941+00:00,56.82,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00233_.png,False
59c01b16-e83b-47ab-bc31-0d9e4ddcd0a2,klein_ref,success,2026-09-26T12:32:54.441+00:00,2026-09-26T12:33:16.267+00:00,21.83,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00562_.png,False
fac20e99-c668-4bcf-b655-e57d4ef4cd7b,qwen_edit,success,2026-09-26T12:33:29.040+00:00,2026-09-26T12:34:26.164+00:00,57.12,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00234_.png,True
a54076a2-2665-49b5-84de-d13dd2acd2bd,klein_ref,success,2026-09-26T12:34:42.474+00:00,2026-09-26T12:35:04.053+00:00,21.58,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00563_.png,False
7d9ee577-dce0-4efc-acd1-35fea6212ad5,qwen_edit,success,2026-09-26T12:35:17.713+00:00,2026-09-26T12:36:15.704+00:00,57.99,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00235_.png,True
48c9813c-81e0-40ae-b7b6-434d855c88e0,klein_ref,success,2026-09-26T12:36:38.048+00:00,2026-09-26T12:36:59.751+00:00,21.7,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00564_.png,False
f2f836fd-0ca7-407c-be1c-25ad0cd83a00,qwen_edit,success,2026-09-26T12:37:14.605+00:00,2026-09-26T12:38:11.330+00:00,56.73,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00236_.png,True
1b185c62-c7db-4e2a-8599-a8b3df1a0ed4,klein_ref,success,2026-09-26T12:38:30.452+00:00,2026-09-26T12:38:52.355+00:00,21.9,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00565_.png,False
b8c640de-f241-4886-afe1-75bd844870b6,qwen_edit,success,2026-09-26T12:39:05.682+00:00,2026-09-26T12:40:02.973+00:00,57.29,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00237_.png,True
10db3b54-7d6f-4712-838b-d09bf51556fb,klein_ref,success,2026-09-26T12:40:19.919+00:00,2026-09-26T12:40:42.225+00:00,22.31,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00566_.png,False
db95156f-cee9-4fcc-8623-4f111c0a393f,qwen_edit,success,2026-09-26T12:40:55.849+00:00,2026-09-26T12:41:51.979+00:00,56.13,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00238_.png,True
123afcd7-ea71-4632-8a88-61b7c1d32515,klein_ref,success,2026-09-26T12:46:14.436+00:00,2026-09-26T12:46:36.229+00:00,21.79,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00567_.png,False
d5bee9e6-17a3-460c-955e-add761494797,qwen_edit,success,2026-09-26T12:48:01.694+00:00,2026-09-26T12:48:58.627+00:00,56.93,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00239_.png,True
cfa84ca3-a126-4abe-a89a-d3acee45d274,klein_ref,success,2026-09-26T12:49:18.267+00:00,2026-09-26T12:49:40.080+00:00,21.81,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00568_.png,True
bd53312b-6ee0-486a-875a-2a0a7d700c96,klein_ref,success,2026-09-26T12:49:57.413+00:00,2026-09-26T12:50:14.134+00:00,16.72,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,False,6,False,halo_klein_ref_00569_.png,False
d61f353e-bad5-415a-95a5-67b30cfe2bc6,qwen_edit,success,2026-09-26T12:50:25.717+00:00,2026-09-26T12:51:21.788+00:00,56.07,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00240_.png,True
db622e1d-da0b-4f10-9edb-4ca9689ff54d,klein_ref,success,2026-09-26T12:51:34.953+00:00,2026-09-26T12:51:56.919+00:00,21.97,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00570_.png,False
ea5fa051-0b19-400c-b7bc-12e61d6f81e2,klein_ref,success,2026-09-26T12:52:10.047+00:00,2026-09-26T12:52:26.831+00:00,16.78,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,False,6,False,halo_klein_ref_00571_.png,False
9d318b72-1e5a-4152-93dc-cc3cfd09705b,qwen_edit,success,2026-09-26T12:52:36.816+00:00,2026-09-26T12:53:34.679+00:00,57.86,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00241_.png,False
615164f9-d96e-4595-b06e-646d26d16ca5,klein_ref,success,2026-09-26T12:53:47.792+00:00,2026-09-26T12:54:09.640+00:00,21.85,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00572_.png,True
c71b7704-ce48-487b-a640-cba452c0b964,klein_ref,success,2026-09-26T12:54:31.042+00:00,2026-09-26T12:54:47.403+00:00,16.36,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,False,6,False,halo_klein_ref_00573_.png,False
e8a69b4a-3d4f-42f9-a4aa-98691b732398,klein_ref,success,2026-09-26T12:55:01.725+00:00,2026-09-26T12:55:17.967+00:00,16.24,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,False,6,False,halo_klein_ref_00574_.png,True
d98c1a6c-6dce-4aeb-9d70-cdcba0f798bf,klein_ref,success,2026-09-26T12:55:32.876+00:00,2026-09-26T12:55:49.720+00:00,16.84,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,False,6,False,halo_klein_ref_00575_.png,False
d0ac6a2f-b71c-46cc-b3ff-1af20ad702c8,klein_ref,success,2026-09-26T12:56:05.624+00:00,2026-09-26T12:56:22.046+00:00,16.42,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,False,7,False,halo_klein_ref_00576_.png,False
f5b4c50e-a604-4d88-96a6-15ef79fe8c10,qwen_edit,success,2026-09-26T12:56:43.344+00:00,2026-09-26T12:57:40.868+00:00,57.52,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00242_.png,True
0cfe7dd6-7edb-4e95-98e3-0ad768ffa08e,klein,success,2026-09-26T12:58:00.570+00:00,2026-09-26T12:58:14.259+00:00,13.69,flux-2-klein-4b.safetensors,,1344,768,1.03,4,False,False,True,0,False,halo_klein_00182_.png,False
c2a84017-d70c-42b0-ac84-98f9752e03cf,klein,success,2026-09-26T12:58:32.383+00:00,2026-09-26T12:58:40.721+00:00,8.34,flux-2-klein-4b.safetensors,,1344,768,1.03,4,False,False,False,6,False,halo_klein_00183_.png,True
a2c08470-14ac-4768-b29a-059d2a6f19d0,klein_ref,success,2026-09-26T12:58:54.256+00:00,2026-09-26T12:59:10.815+00:00,16.56,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,False,6,False,halo_klein_ref_00577_.png,True
62434c43-e9e1-4e65-afb0-bff08068d928,klein_ref,success,2026-09-26T12:59:27.122+00:00,2026-09-26T12:59:43.879+00:00,16.76,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,False,6,False,halo_klein_ref_00578_.png,False
dffe2ca9-aaab-4f9b-afbb-c29b04637496,qwen_edit,success,2026-09-26T12:59:56.798+00:00,2026-09-26T13:00:54.179+00:00,57.38,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00243_.png,True
cede61fb-6b90-4391-8ef0-c7f407a409de,klein_ref,success,2026-09-26T13:01:11.130+00:00,2026-09-26T13:01:33.082+00:00,21.95,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00579_.png,True
b7241db5-0507-4a1a-8b96-2a5b3cd4e598,klein_ref,success,2026-09-26T13:01:53.855+00:00,2026-09-26T13:02:10.459+00:00,16.6,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,False,6,False,halo_klein_ref_00580_.png,False
45c5a8d7-ee2b-4e87-b0ef-3932b0780591,qwen_edit,success,2026-09-26T13:02:25.458+00:00,2026-09-26T13:03:23.009+00:00,57.55,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00244_.png,True
dcd597f6-d248-44b1-8001-6c605a91f686,klein_ref,success,2026-09-26T13:03:39.834+00:00,2026-09-26T13:04:01.934+00:00,22.1,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00581_.png,False
ee83cd00-d82e-405a-aaf4-aa335739bf51,qwen_edit,success,2026-09-26T13:04:15.930+00:00,2026-09-26T13:05:41.487+00:00,85.56,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00245_.png,True
9d910a9d-3a9b-4126-b8ce-4ef1fbd68f4e,klein,success,2026-09-26T13:05:56.111+00:00,2026-09-26T13:06:09.851+00:00,13.74,flux-2-klein-4b.safetensors,,1344,768,1.03,4,False,False,True,0,False,halo_klein_00184_.png,True
7649edff-240c-41a0-b2ae-2e424e410d22,klein_ref,success,2026-09-26T13:06:26.724+00:00,2026-09-26T13:06:43.239+00:00,16.52,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,False,6,False,halo_klein_ref_00582_.png,False
3250dddf-fa7f-4c13-8f13-0eb96f36ad05,klein_ref,success,2026-09-26T13:06:59.544+00:00,2026-09-26T13:07:16.670+00:00,17.13,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,False,6,False,halo_klein_ref_00583_.png,True
